date,Pollution,Food
2/5/2010,639005.2099,782762.3533
2/6/2010,645868.1093,786225.136
2/7/2010,640670.9428,781051.5264
2/8/2010,631318.2521,781943.0642
2/9/2010,615012.8478,761015.1105
2/10/2010,642386.235,732423.7984
2/11/2010,660585.9346,782900.8521
2/12/2010,655704.8224,785017.4188
2/13/2010,657830.4601,792224.9245
2/14/2010,634166.7257,790079.8469
2/15/2010,626133.5142,784438.9375
2/16/2010,631974.1237,785761.424
2/17/2010,629881.2619,783069.6267
2/18/2010,643463.4303,792184.7083
2/19/2010,664168.7533,790505.982
2/20/2010,673698.7527,793860.47
2/21/2010,665625.7843,792386.7012
2/22/2010,666527.5654,784345.6935
2/23/2010,646003.2355,785487.3658
2/24/2010,677442.7906,787241.3769
2/25/2010,681182.2622,793406.4733
2/26/2010,678795.2005,791027.5752
2/27/2010,675534.8139,793488.3742
2/28/2010,666531.8168,788368.6076
3/1/2010,672169.0334,788486.9339
3/2/2010,666947.0114,761686.3285
3/3/2010,674418.5417,757189.2199
3/4/2010,686354.823,789005.668
3/5/2010,683813.5565,786454.7773
3/6/2010,668553.8766,787845.5352
3/7/2010,656964.4723,783482.0392
3/8/2010,652590.3405,783339.9412
3/9/2010,665095.3374,781761.761
3/10/2010,670165.7739,782935.0038
3/11/2010,675494.888,783537.3891
3/12/2010,674159.9778,785333.907
3/13/2010,671554.3718,787782.3228
3/14/2010,669505.8257,786867.6411
3/15/2010,649878.8035,785967.5156
3/16/2010,666254.0451,782268.8165
3/17/2010,671196.6477,779643.1652
3/18/2010,651124.3978,780176.1068
3/19/2010,657637.9875,783321.4929
3/20/2010,670854.2133,784061.1622
3/21/2010,670565.0849,786128.7225
3/22/2010,652062.4144,788915.7138
3/23/2010,667752.8051,789227.5147
3/24/2010,677581.5697,787578.4953
3/25/2010,681378.8157,788320.4195
3/26/2010,683776.4525,789757.5705
3/27/2010,682272.0896,791153.5762
3/28/2010,668567.9276,780455.7755
3/29/2010,662192.3723,775139.1893
3/30/2010,675050.4946,776226.1329
3/31/2010,678325.4004,779078.3232
4/1/2010,671931.1602,783842.2221
4/2/2010,665168.8911,776022.6948
4/3/2010,658451.952,780883.4211
4/4/2010,643744.6063,785633.8501
4/5/2010,648436.0788,778390.1717
4/6/2010,642432.2112,771911.6207
4/7/2010,630456.2154,779271.6624
4/8/2010,631942.441,776664.2301
4/9/2010,631955.6305,780530.6287
4/10/2010,655545.1549,776245.8861
4/11/2010,647330.7851,755302.5356
4/12/2010,640818.567,748101.1386
4/13/2010,647404.1271,772491.1556
4/14/2010,659346.2554,773827.8665
4/15/2010,668689.3326,774866.034
4/16/2010,672721.1716,777300.8852
4/17/2010,677344.9365,779955.9899
4/18/2010,665538.7822,776345.4808
4/19/2010,663821.1316,774026.2221
4/20/2010,667674.0085,780639.6682
4/21/2010,672343.1324,783299.5909
4/22/2010,682132.1568,784639.6069
4/23/2010,680710.6981,788122.4129
4/24/2010,670582.3377,784187.2173
4/25/2010,650644.1994,781893.8792
4/26/2010,653982.6014,780256.2757
4/27/2010,662738.062,781205.046
4/28/2010,661099.8293,784596.0768
4/29/2010,663078.9685,791862.6872
4/30/2010,668198.9042,794717.7683
5/1/2010,661131.79,793280.0195
5/2/2010,622245.1468,777085.2126
5/3/2010,645559.6942,789847.3704
5/4/2010,646347.6583,787982.7622
5/5/2010,644122.5143,784726.3134
5/6/2010,658018.3054,784544.9908
5/7/2010,658499.0702,786212.0521
5/8/2010,647401.3969,786579.1711
5/9/2010,638215.3201,782083.5995
5/10/2010,625375.7137,780547.4055
5/11/2010,624138.8167,781001.9794
5/12/2010,614230.3284,779156.4648
5/13/2010,580217.3643,777635.9096
5/14/2010,578339.649,772644.0071
5/15/2010,586063.151,770131.6603
5/16/2010,585872.386,767734.9669
5/17/2010,588678.4435,754470.3561
5/18/2010,561932.1793,631162.9287
5/19/2010,539668.6501,645221.0009
5/20/2010,584416.2918,739620.1625
5/21/2010,569922.7495,754001.0355
5/22/2010,633394.8705,767937.106
5/23/2010,622845.8246,768150.1106
5/24/2010,607873.361,772257.4121
5/25/2010,581273.3157,768285.4865
5/26/2010,569288.8233,760267.1046
5/27/2010,552974.8044,755025.904
5/28/2010,558947.8387,754560.5748
5/29/2010,562911.3664,763255.7405
5/30/2010,555459.6345,760530.6451
5/31/2010,572157.6566,759837.9661
6/1/2010,541289.1421,760065.8397
6/2/2010,581165.6476,760678.3959
6/3/2010,596400.2849,762530.8775
6/4/2010,594158.4128,761314.5256
6/5/2010,596175.5289,763543.7219
6/6/2010,589955.0463,764709.8453
6/7/2010,582991.5365,760991.8352
6/8/2010,592419.3013,757413.0585
6/9/2010,607283.2397,758725.0978
6/10/2010,621484.3597,762616.0753
6/11/2010,603056.6933,763889.7684
6/12/2010,636606.7292,766318.9436
6/13/2010,625592.9151,768428.427
6/14/2010,617117.7692,766860.2404
6/15/2010,606787.1077,765437.5825
6/16/2010,605229.8151,765249.2781
6/17/2010,616598.5049,766202.6647
6/18/2010,628088.847,774691.3833
6/19/2010,623890.5537,771536.6243
6/20/2010,617879.3339,766540.6539
6/21/2010,605398.6202,764921.1567
6/22/2010,590213.4522,764800.3741
6/23/2010,593535.3376,761209.2989
6/24/2010,592441.3374,755597.6444
6/25/2010,624275.0484,763126.1178
6/26/2010,635109.3049,771520.2345
6/27/2010,622939.3463,771518.2511
6/28/2010,607410.6371,767946.7619
6/29/2010,618552.7067,771056.7682
6/30/2010,626718.5279,767429.9516
7/1/2010,639057.3367,767703.4074
7/2/2010,639416.5653,772599.6938
7/3/2010,645158.6834,777906.1468
7/4/2010,637585.6695,778530.6571
7/5/2010,631752.9302,780640.123
7/6/2010,604360.5968,779290.934
7/7/2010,606437.7297,779426.6083
7/8/2010,611134.0887,777309.6109
7/9/2010,645765.151,775419.3305
7/10/2010,649762.8735,776707.5563
7/11/2010,636660.4382,777869.3175
7/12/2010,628084.0757,757691.3163
7/13/2010,632334.7849,723269.1642
7/14/2010,619766.9191,720048.9327
7/15/2010,653779.9772,757346.0372
7/16/2010,656277.9804,775947.5368
7/17/2010,653700.7214,778892.3674
7/18/2010,640253.0552,778516.3071
7/19/2010,595079.3945,777620.6003
7/20/2010,626046.1506,776461.3112
7/21/2010,653707.1646,779432.1084
7/22/2010,640362.0328,775149.1549
7/23/2010,642859.293,777120.1746
7/24/2010,575393.5781,777987.907
7/25/2010,649130.3652,771611.9574
7/26/2010,651245.3137,772056.6175
7/27/2010,654849.7394,768556.8457
7/28/2010,657493.8695,779711.5759
7/29/2010,652255.8666,776749.0092
7/30/2010,657682.8801,778010.3074
7/31/2010,649655.0275,770995.8703
8/1/2010,632599.7072,770568.9615
8/2/2010,618636.843,770510.5102
8/3/2010,643427.9289,767225.8573
8/4/2010,642959.1138,776613.5769
8/5/2010,628632.7927,779119.065
8/6/2010,638971.0636,781395.4422
8/7/2010,658454.0027,778242.9461
8/8/2010,656859.5732,780427.9899
8/9/2010,648195.4932,776633.9694
8/10/2010,641425.3677,774433.1413
8/11/2010,653808.8857,776679.6517
8/12/2010,662955.4738,779172.7054
8/13/2010,658779.5297,779419.9763
8/14/2010,658156.8669,780772.794
8/15/2010,648381.1285,775401.7024
8/16/2010,643633.3994,777909.1192
8/17/2010,638166.7213,779918.4023
8/18/2010,629070.6447,777970.5187
8/19/2010,632274.6349,773512.5986
8/20/2010,620964.0361,768789.5487
8/21/2010,621634.5352,775281.8778
8/22/2010,618511.1228,769951.1053
8/23/2010,613459.7329,767307.3566
8/24/2010,637836.9392,781143.2656
8/25/2010,653034.2522,776243.583
8/26/2010,642256.0003,758036.0982
8/27/2010,640555.7995,743882.9826
8/28/2010,630041.2339,768786.3179
8/29/2010,622062.6985,782884.9814
8/30/2010,614532.1891,771164.4314
8/31/2010,638135.3367,779138.152
9/1/2010,658567.8842,782442.6247
9/2/2010,656775.0646,767932.0623
9/3/2010,664979.2416,785452.9112
9/4/2010,672232.4977,790385.0756
9/5/2010,662957.8527,794093.6499
9/6/2010,649991.39,791715.2379
9/7/2010,647669.8654,791999.7065
9/8/2010,656870.8002,786850.2787
9/9/2010,657283.056,777683.1044
9/10/2010,659258.2887,785820.6086
9/11/2010,645977.3613,789072.7455
9/12/2010,642192.3619,768599.2058
9/13/2010,640811.5157,779820.6364
9/14/2010,656005.5734,779968.4869
9/15/2010,664000.0238,780653.5313
9/16/2010,664984.4299,785103.1403
9/17/2010,658548.6916,784964.6004
9/18/2010,650791.9892,779874.5679
9/19/2010,633285.753,766555.293
9/20/2010,642880.9933,774191.1996
9/21/2010,664955.0701,782567.8067
9/22/2010,670642.2766,780842.2362
9/23/2010,680732.6019,784925.6721
9/24/2010,672715.0346,763052.7477
9/25/2010,667123.6764,749912.868
9/26/2010,661251.5439,748773.5083
9/27/2010,650370.4369,751826.1442
9/28/2010,651924.5232,756079.6446
9/29/2010,664072.477,761010.6911
9/30/2010,655460.1856,763880.7537
10/1/2010,667804.0438,762517.6975
10/2/2010,659037.6351,733182.379
10/3/2010,654357.1715,756167.7636
10/4/2010,649213.1812,767320.5851
10/5/2010,655369.074,769281.204
10/6/2010,646791.2839,766480.546
10/7/2010,647720.0167,763551.9975
10/8/2010,642112.9768,759965.0602
10/9/2010,654299.3286,743006.6146
10/10/2010,653802.2631,742441.4532
10/11/2010,651515.8452,756726.7631
10/12/2010,655481.9751,765653.6703
10/13/2010,643682.6641,764917.812
10/14/2010,610710.6635,759191.391
10/15/2010,630977.1286,770691.3697
10/16/2010,670941.5992,788293.8009
10/17/2010,666235.5901,777891.4413
10/18/2010,654087.5014,782312.1519
10/19/2010,660063.5728,777531.979
10/20/2010,678185.4921,777205.2934
10/21/2010,691005.1653,778951.4597
10/22/2010,696464.7559,780927.196
10/23/2010,685430.1833,784648.4508
10/24/2010,684419.3432,785482.9329
10/25/2010,673659.0526,789529.3794
10/26/2010,666726.973,786743.1311
10/27/2010,670403.6007,784187.1597
10/28/2010,674457.7779,783033.7938
10/29/2010,675086.13,779872.4706
10/30/2010,620606.3643,780953.1286
10/31/2010,661239.8469,781605.6213
11/1/2010,659734.5445,778832.123
11/2/2010,661304.985,766813.3071
11/3/2010,648037.967,753534.502
11/4/2010,659327.5738,747917.1395
11/5/2010,647713.1938,742209.4048
11/6/2010,673536.6821,778053.8918
11/7/2010,674109.6686,783783.5214
11/8/2010,665906.5301,781845.5013
11/9/2010,662116.6594,777707.6524
11/10/2010,663140.7076,780248.9066
11/11/2010,671989.5098,775938.6524
11/12/2010,674578.5571,768873.8617
11/13/2010,677061.8179,776583.6501
11/14/2010,664551.0237,747531.3332
11/15/2010,652285.6489,734193.9984
11/16/2010,656298.2682,772590.8196
11/17/2010,645438.3129,771082.2457
11/18/2010,648153.7476,774641.7374
11/19/2010,664082.1117,774469.0019
11/20/2010,662825.2273,775830.5267
11/21/2010,654336.5728,774314.9049
11/22/2010,643852.6113,755621.8113
11/23/2010,623868.233,747392.4706
11/24/2010,626119.8486,757887.3154
11/25/2010,624298.1357,752785.4406
11/26/2010,626683.4241,758043.612
11/27/2010,623083.7292,764239.09
11/28/2010,622807.9638,767079.1064
11/29/2010,612637.9696,761603.6702
11/30/2010,613019.4196,763018.024
12/1/2010,623688.1111,761085.5672
12/2/2010,628334.1287,753667.9029
12/3/2010,637034.3893,758646.0667
12/4/2010,635406.4913,761647.9407
12/5/2010,624485.1861,758612.889
12/6/2010,618780.9982,754211.0699
12/7/2010,633347.253,755645.3058
12/8/2010,636640.7818,759861.0111
12/9/2010,643663.7362,755901.877
12/10/2010,643371.0108,760897.8908
12/11/2010,641001.4147,753851.3409
12/12/2010,637630.9505,757819.4571
12/13/2010,631572.0833,761555.5847
12/14/2010,642632.5356,764575.0645
12/15/2010,646601.8872,763247.2003
12/16/2010,641633.0929,739022.3649
12/17/2010,630116.7609,688607.0502
12/18/2010,635629.0319,750666.0612
12/19/2010,616193.2694,761082.1946
12/20/2010,600868.0934,756118.153
12/21/2010,623112.5946,746968.0763
12/22/2010,629795.6614,753316.9491
12/23/2010,624609.8132,754176.6808
12/24/2010,623631.5651,751840.6592
12/25/2010,607499.523,753559.6443
12/26/2010,605716.7566,756723.7336
12/27/2010,594996.5835,754685.1081
12/28/2010,599736.5525,751558.504
12/29/2010,611780.4087,751827.2619
12/30/2010,597151.0946,710217.4931
12/31/2010,574377.687,722203.5632
1/1/2011,566496.6883,718925.4685
1/2/2011,574991.068,726225.7424
1/3/2011,586942.0526,730695.2003
1/4/2011,590734.1974,734937.3621
1/5/2011,605938.3175,740090.9646
1/6/2011,622325.227,741489.6822
1/7/2011,630656.0358,749695.1765
1/8/2011,635686.5911,751778.4056
1/9/2011,631760.9466,748113.5241
1/10/2011,629220.1781,741402.3956
1/11/2011,622092.6849,728537.4013
1/12/2011,607171.6361,727582.3672
1/13/2011,618541.2918,732360.6474
1/14/2011,628048.5855,737204.1821
1/15/2011,629498.1616,740787.8141
1/16/2011,624485.4272,743168.1083
1/17/2011,618673.5694,741813.1693
1/18/2011,615787.5345,742401.9713
1/19/2011,615410.7889,739814.0559
1/20/2011,611002.7291,739683.6806
1/21/2011,616371.0767,736818.1586
1/22/2011,618025.0288,737539.4748
1/23/2011,614753.1686,736292.5162
1/24/2011,607138.2343,731879.0035
1/25/2011,610273.674,733637.0039
1/26/2011,614181.1163,733955.9913
1/27/2011,623615.8022,735163.5537
1/28/2011,628370.6083,733108.6152
1/29/2011,627052.5215,734733.198
1/30/2011,615748.6756,737897.7081
1/31/2011,591067.5222,722379.3922
2/1/2011,575210.689,688336.9665
2/2/2011,563285.4384,687665.1877
2/3/2011,577883.0047,697509.2544
2/4/2011,610751.3634,713561.2908
2/5/2011,631600.5242,726036.8983
2/6/2011,612356.2888,719639.9939
2/7/2011,604365.7556,720438.9188
2/8/2011,611469.0667,719520.1728
2/9/2011,604826.426,716961.6026
2/10/2011,610268.2262,717953.1528
2/11/2011,626864.5126,729375.2051
2/12/2011,637310.8542,727286.6181
2/13/2011,617813.5885,723144.8538
2/14/2011,615915.3315,727682.649
2/15/2011,621893.6698,729026.9022
2/16/2011,632334.8686,732333.3279
2/17/2011,634374.8862,727337.3487
2/18/2011,641618.2175,729631.4622
2/19/2011,652781.2141,730205.2016
2/20/2011,651566.4312,727184.3237
2/21/2011,643952.9895,722874.2662
2/22/2011,648948.4008,723519.1026
2/23/2011,652622.738,722977.6661
2/24/2011,655140.7852,725574.2713
2/25/2011,659758.697,730074.9062
2/26/2011,652800.508,730455.299
2/27/2011,650516.02,729554.5628
2/28/2011,645868.9533,723634.7247
3/1/2011,639615.3222,719089.5833
3/2/2011,630103.1021,719834.6118
3/3/2011,658046.2254,722310.1016
3/4/2011,671890.3234,720292.3921
3/5/2011,668415.7099,717854.6667
3/6/2011,655342.5336,716622.0924
3/7/2011,647597.3443,711196.2334
3/8/2011,657330.5898,714263.4726
3/9/2011,670045.121,721928.5382
3/10/2011,671194.3031,723476.7918
3/11/2011,673242.6793,724388.2283
3/12/2011,657702.8297,722985.2391
3/13/2011,651363.0491,721563.3835
3/14/2011,645788.1017,718587.1958
3/15/2011,636930.3425,719207.1056
3/16/2011,658419.3289,721750.6453
3/17/2011,671266.5898,722233.5222
3/18/2011,679007.1627,724234.1082
3/19/2011,676770.5293,725909.1581
3/20/2011,676406.1047,725264.0836
3/21/2011,668785.7726,722924.6756
3/22/2011,656997.4174,720670.005
3/23/2011,658685.5086,719793.8391
3/24/2011,676759.3751,723034.0345
3/25/2011,654169.5757,724429.3805
3/26/2011,676431.6363,724542.5199
3/27/2011,671512.5863,723466.0579
3/28/2011,661214.47,722898.4107
3/29/2011,675021.0302,721649.5607
3/30/2011,677811.1428,722468.0557
3/31/2011,685065.5166,720550.6095
4/1/2011,680256.5545,722259.2781
4/2/2011,677265.7914,721265.2697
4/3/2011,665239.8602,717881.5149
4/4/2011,672469.8517,720287.8029
4/5/2011,666045.022,718367.8077
4/6/2011,671036.9482,726557.3339
4/7/2011,692570.8692,727454.0473
4/8/2011,697950.4882,727932.3839
4/9/2011,712469.1884,728080.0157
4/10/2011,698101.9649,727885.6539
4/11/2011,693410.4297,726542.5604
4/12/2011,693864.4756,722862.0909
4/13/2011,698308.8406,724147.3403
4/14/2011,704035.9418,726821.9841
4/15/2011,699625.9119,725279.0091
4/16/2011,698588.1164,725275.2191
4/17/2011,695919.0071,727935.7031
4/18/2011,690137.2805,726164.3972
4/19/2011,693355.8596,723505.9849
4/20/2011,676950.0876,717700.1052
4/21/2011,680227.9244,720162.1859
4/22/2011,663348.3859,723251.7603
4/23/2011,683902.3315,727044.4893
4/24/2011,674171.6631,722559.7852
4/25/2011,674338.8867,720948.515
4/26/2011,687949.7905,719674.2825
4/27/2011,689922.8828,718587.1435
4/28/2011,668858.8133,717624.6056
4/29/2011,690047.752,715726.0559
4/30/2011,669263.7617,718595.9074
5/1/2011,645091.7875,715540.1624
5/2/2011,632443.301,711838.9078
5/3/2011,648056.1865,709100.4753
5/4/2011,674177.3692,711740.5661
5/5/2011,700222.2115,718683.2553
5/6/2011,704390.9013,718259.953
5/7/2011,695630.7136,720997.6008
5/8/2011,695950.9261,721954.3952
5/9/2011,689334.7236,718029.0312
5/10/2011,695105.9681,707433.4423
5/11/2011,670574.7021,694569.0944
5/12/2011,662857.8185,701390.2694
5/13/2011,663608.9875,711145.4624
5/14/2011,671274.1166,714415.7525
5/15/2011,662169.2959,702461.7783
5/16/2011,673909.7523,715914.5068
5/17/2011,678527.5706,714789.5419
5/18/2011,682077.9821,717732.5445
5/19/2011,681302.562,711832.165
5/20/2011,678818.4185,718306.8698
5/21/2011,676581.3606,713693.5578
5/22/2011,661672.7766,709676.0933
5/23/2011,657085.082,710788.9115
5/24/2011,658710.8616,706139.0523
5/25/2011,658204.0076,704448.5127
5/26/2011,651694.4067,698039.5765
5/27/2011,659246.8891,702089.2727
5/28/2011,661416.8372,711859.1041
5/29/2011,655984.8149,712192.8913
5/30/2011,634708.9223,707367.5532
5/31/2011,610742.2851,681452.787
6/1/2011,624028.543,637764.6135
6/2/2011,645783.5547,698177.7782
6/3/2011,641208.1374,702266.8919
6/4/2011,625053.9681,699645.6674
6/5/2011,646709.5877,707942.1445
6/6/2011,641673.827,703096.9807
6/7/2011,631405.5377,697902.7729
6/8/2011,637512.0099,694618.49
6/9/2011,647438.5602,708468.2736
6/10/2011,653691.915,705963.6909
6/11/2011,646053.2684,712750.1474
6/12/2011,624794.1473,704569.4518
6/13/2011,595931.4777,701227.5539
6/14/2011,608933.765,699433.2037
6/15/2011,640044.4038,703114.7986
6/16/2011,644894.6385,703062.1217
6/17/2011,665249.1799,707224.8908
6/18/2011,657054.0356,713372.0524
6/19/2011,646383.5082,713788.0689
6/20/2011,645040.4339,708542.3651
6/21/2011,658562.2525,708287.4257
6/22/2011,664317.9773,710144.8164
6/23/2011,663478.3129,695489.5631
6/24/2011,674508.3238,708838.0615
6/25/2011,675643.5428,711419.3515
6/26/2011,668442.3476,712060.8847
6/27/2011,652641.3621,714001.7059
6/28/2011,645894.676,707239.4168
6/29/2011,658620.8424,697654.5019
6/30/2011,650257.782,675335.3003
7/1/2011,656349.6833,683172.3459
7/2/2011,669300.8391,720861.5851
7/3/2011,668165.6562,706724.3439
7/4/2011,661053.5325,708876.8537
7/5/2011,650178.1336,710001.3017
7/6/2011,652199.9767,709245.6942
7/7/2011,657628.1206,705001.4287
7/8/2011,650435.4984,712417.5346
7/9/2011,644216.9364,720470.3514
7/10/2011,590728.0897,722596.7897
7/11/2011,593454.8753,719673.605
7/12/2011,630800.1103,716762.1201
7/13/2011,638121.177,720799.0599
7/14/2011,663691.73,699192.1051
7/15/2011,673498.4358,694604.244
7/16/2011,676109.7362,710981.3649
7/17/2011,669489.2313,712523.6112
7/18/2011,665670.7813,700123.9888
7/19/2011,670219.5379,689797.1966
7/20/2011,676102.7029,694222.7265
7/21/2011,647766.814,613101.9456
7/22/2011,608466.489,551308.5385
7/23/2011,633329.2848,674961.2252
7/24/2011,646931.5956,716094.9707
7/25/2011,658321.9566,712036.3179
7/26/2011,682332.1409,713495.0242
7/27/2011,683721,713021.5555
7/28/2011,696423.5968,735615.0636
7/29/2011,693522.494,729690.3202
7/30/2011,698319.6868,723919.3123
7/31/2011,698685.2436,733574.9362
8/1/2011,687162.1836,729079.293
8/2/2011,694512.1296,732467.2318
8/3/2011,693684.692,715582.7805
8/4/2011,697498.8484,734051.9296
8/5/2011,682709.816,738708.5349
8/6/2011,692394.1139,731480.4588
8/7/2011,687604.7273,739925.464
8/8/2011,676056.6818,741499.4731
8/9/2011,664777.9251,733954.9264
8/10/2011,666184.5507,725312.3882
8/11/2011,672467.7118,720482.6859
8/12/2011,681437.7375,723340.1927
8/13/2011,685528.2398,730082.6444
8/14/2011,679996.7094,730849.682
8/15/2011,661079.3327,727031.3809
8/16/2011,661764.5678,727080.7975
8/17/2011,677880.8229,728933.4994
8/18/2011,674290.9946,720701.288
8/19/2011,682062.8762,724182.9518
8/20/2011,680144.9124,720470.385
8/21/2011,675189.4764,730185.8658
8/22/2011,670049.4059,721799.8539
8/23/2011,681715.7243,719208.8995
8/24/2011,665576.3186,710808.47
8/25/2011,676425.6358,700249.149
8/26/2011,675086.5143,711904.1212
8/27/2011,680751.1768,734493.8753
8/28/2011,672401.251,727850.0298
8/29/2011,675147.1655,731829.4761
8/30/2011,672345.4656,732493.9716
8/31/2011,674906.8264,721667.7795
9/1/2011,677484.937,671410.7314
9/2/2011,689607.0812,740761.8728
9/3/2011,689631.3562,746547.126
9/4/2011,686515.3826,747155.209
9/5/2011,674162.7396,741832.4376
9/6/2011,664050.7905,735059.3369
9/7/2011,668044.7897,735177.4935
9/8/2011,675967.0992,742036.556
9/9/2011,681166.5118,735763.2867
9/10/2011,682185.7049,745075.7431
9/11/2011,680048.8835,743083.9392
9/12/2011,671409.721,739810.7372
9/13/2011,676807.2617,740078.9617
9/14/2011,679102.8982,738616.1831
9/15/2011,670756.7048,733974.47
9/16/2011,670977.4321,726164.117
9/17/2011,662796.7453,730676.4102
9/18/2011,667224.3515,745638.7664
9/19/2011,662406.9591,744598.9593
9/20/2011,684541.6233,750216.8304
9/21/2011,693090.5021,758448.4925
9/22/2011,698080.0858,754565.2575
9/23/2011,706009.7858,759997.7759
9/24/2011,703905.4921,759040.9317
9/25/2011,700009.144,760225.3045
9/26/2011,693768.3609,757789.8713
9/27/2011,700332.2281,758263.2016
9/28/2011,693097.7955,756326.3435
9/29/2011,700382.5766,752929.9884
9/30/2011,701419.2003,753402.9228
10/1/2011,704576.603,755432.4042
10/2/2011,689659.7989,750563.65
10/3/2011,689235.0153,752563.4356
10/4/2011,687512.9738,746866.2065
10/5/2011,689739.3702,722458.3445
10/6/2011,690673.128,733189.2702
10/7/2011,697953.3031,747356.7191
10/8/2011,699795.617,752888.2464
10/9/2011,688720.0439,755224.3526
10/10/2011,685686.644,752443.7926
10/11/2011,666231.4769,678365.5197
10/12/2011,662708.2984,734890.2322
10/13/2011,685964.629,750127.3143
10/14/2011,694345.9006,753993.2068
10/15/2011,690848.2099,755771.1881
10/16/2011,685698.146,753003.9006
10/17/2011,678492.939,750359.8489
10/18/2011,678251.4577,752274.3374
10/19/2011,660205.6061,754272.9747
10/20/2011,673698.4407,743950.2136
10/21/2011,652906.7701,741839.2147
10/22/2011,673941.8719,756170.0178
10/23/2011,668493.7522,753893.3629
10/24/2011,666354.912,755066.6466
10/25/2011,670724.64,751613.4153
10/26/2011,673815.2105,748993.6679
10/27/2011,667800.2079,745235.4921
10/28/2011,677223.1282,754334.7171
10/29/2011,676671.5942,757979.3412
10/30/2011,673613.3968,758595.0009
10/31/2011,661350.4628,747340.6305
11/1/2011,668245.7,750770.1428
11/2/2011,676989.7032,748815.2441
11/3/2011,684301.552,753856.7213
11/4/2011,683873.7505,753105.0511
11/5/2011,684292.1169,757924.613
11/6/2011,677819.4402,756667.8027
11/7/2011,671951.4421,752922.931
11/8/2011,672094.145,747383.7993
11/9/2011,666557.1786,737277.6688
11/10/2011,670818.671,743138.6343
11/11/2011,666830.2921,752356.29
11/12/2011,654675.3332,751671.3934
11/13/2011,635660.8976,729599.8703
11/14/2011,633238.4034,743856.8491
11/15/2011,654774.2576,748735.0478
11/16/2011,662297.8151,746347.0984
11/17/2011,666141.1395,745496.885
11/18/2011,667250.3385,749651.6797
11/19/2011,665256.9665,749871.5574
11/20/2011,655195.0882,744144.2937
11/21/2011,647141.1329,735566.5723
11/22/2011,656339.8134,742470.8897
11/23/2011,661242.8812,743191.9132
11/24/2011,655550.2095,727371.5975
11/25/2011,652452.8518,739475.3752
11/26/2011,640472.5194,735476.1141
11/27/2011,633537.8626,738298.3588
11/28/2011,634161.3325,736950.8246
11/29/2011,614448.9326,719255.2212
11/30/2011,617042.4009,712986.0534
12/1/2011,588452.2611,716100.7367
12/2/2011,631267.4995,723005.3284
12/3/2011,625720.5055,732911.6744
12/4/2011,630539.9127,737531.3507
12/5/2011,621725.2297,733259.2677
12/6/2011,635335.3111,716752.6574
12/7/2011,653725.8214,724808.5176
12/8/2011,652600.8054,736282.6125
12/9/2011,664412.4301,735253.116
12/10/2011,654871.4,734837.4743
12/11/2011,657613.2343,735325.9294
12/12/2011,653450.4683,736660.8556
12/13/2011,658058.4713,737419.7008
12/14/2011,666668.7671,738237.0125
12/15/2011,658077.2463,737312.3727
12/16/2011,659628.28,730400.6686
12/17/2011,664148.9472,741303.0571
12/18/2011,670324.3448,740079.9158
12/19/2011,659503.3961,734128.6678
12/20/2011,666352.4609,736844.4562
12/21/2011,658502.6607,734176.1626
12/22/2011,654423.5323,738427.7041
12/23/2011,651857.4176,735473.7167
12/24/2011,650218.3692,734640.6636
12/25/2011,645329.8204,732044.8028
12/26/2011,635290.5799,730648.1959
12/27/2011,636850.8017,726538.683
12/28/2011,640385.2239,726745.6322
12/29/2011,645523.3568,731646.912
12/30/2011,641571.7046,730531.4797
12/31/2011,538285.8645,715070.667
1/1/2012,585526.1993,706737.0534
1/2/2012,578292.7581,697415.2204
1/3/2012,588111.458,702733.7331
1/4/2012,620409.5023,707868.917
1/5/2012,643484.9376,719436.1327
1/6/2012,645490.4784,724963.5807
1/7/2012,643923.1631,717608.7331
1/8/2012,638822.272,720748.3877
1/9/2012,632756.2975,726660.2028
1/10/2012,627241.0781,721586.1503
1/11/2012,641653.6574,721827.3952
1/12/2012,621629.3664,717595.65
1/13/2012,545679.2392,719764.5939
1/14/2012,607343.5636,724258.9759
1/15/2012,599772.225,727535.1086
1/16/2012,617433.5855,722438.4952
1/17/2012,613325.1005,714459.1531
1/18/2012,607524.6878,704908.5594
1/19/2012,602514.5414,697787.7812
1/20/2012,605526.3922,701117.48
1/21/2012,612316.2214,710364.8998
1/22/2012,602185.4641,719983.0622
1/23/2012,570714.662,714871.4484
1/24/2012,587276.7162,712538.9075
1/25/2012,593940.2954,717108.0694
1/26/2012,601991.5228,717428.9646
1/27/2012,595958.5154,713534.4984
1/28/2012,589523.6886,721530.265
1/29/2012,579505.9866,720892.0458
1/30/2012,572041.2621,717675.3502
1/31/2012,576373.0246,715219.8057
2/1/2012,589354.0981,716236.6734
2/2/2012,589064.9374,717431.0146
2/3/2012,585406.1696,718662.117
2/4/2012,590465.3329,721789.9222
2/5/2012,583397.5868,716473.0528
2/6/2012,578195.3629,710580.4239
2/7/2012,581219.736,710930.8371
2/8/2012,582284.4817,704884.4035
2/9/2012,585108.5098,713954.3021
2/10/2012,588312.0324,714632.5389
2/11/2012,577190.3795,712518.9433
2/12/2012,569647.6061,714251.9619
2/13/2012,565866.1387,708647.9617
2/14/2012,570639.4472,711854.674
2/15/2012,571133.4373,707726.4983
2/16/2012,567388.0991,689331.6824
2/17/2012,568124.0555,702831.6555
2/18/2012,568225.656,711359.2539
