well,field,source,target,valueSource,value,latest_date
2722,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2727,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2732,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2737,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2742,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2747,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2752,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2757,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2762,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2767,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2772,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2777,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2782,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2787,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2792,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2797,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2802,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2807,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2812,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2817,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2822,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2827,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2832,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2837,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2842,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2847,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2852,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2857,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2862,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2867,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2872,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2877,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2882,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2887,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2892,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2897,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2902,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2907,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2912,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2917,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2922,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2927,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2932,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2937,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2942,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2947,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2952,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2957,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2962,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2967,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2972,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2977,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2982,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2987,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2992,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2997,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3002,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3007,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3012,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3017,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3022,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3027,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3032,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3037,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3042,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3047,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3052,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3057,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3062,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3067,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3072,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3077,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3082,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3087,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3092,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3097,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3102,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3107,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3112,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3117,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3122,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3127,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3132,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3137,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3142,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3147,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
3152,7,NORTH EAST,ALL,7712.1,220.35,6/25/2017
2329,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2334,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2339,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2344,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2349,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2354,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2359,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2364,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2369,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2374,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2379,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2384,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2389,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2394,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2399,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2404,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2409,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2414,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2419,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2424,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2429,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2434,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2439,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2444,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2449,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2454,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2459,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2464,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2469,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2474,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2479,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2484,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2489,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2494,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2499,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2504,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2509,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2514,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2519,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2524,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2529,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2534,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2539,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2544,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2549,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2554,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2559,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2564,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2569,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2574,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2579,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2584,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2589,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2594,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2599,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2604,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2609,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2614,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2619,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2624,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2629,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2634,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2639,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2644,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2649,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2654,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2659,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2664,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2669,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2674,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2679,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2684,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2689,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2694,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2699,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2704,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2709,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2714,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2719,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2724,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2729,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2734,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2739,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2744,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2749,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2754,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2759,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2764,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2769,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2774,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2779,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2784,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2789,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2794,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2799,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2804,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2809,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2814,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2819,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2824,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2829,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2834,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2839,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2844,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2849,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2854,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2859,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2864,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2869,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2874,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2879,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2884,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2889,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2894,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2899,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2904,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2909,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2914,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2919,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2924,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2929,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2934,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2939,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2944,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2949,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2954,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2959,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2964,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2969,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2974,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2979,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2984,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2989,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2994,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
2999,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3004,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3009,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3014,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3019,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3024,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3029,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3034,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3039,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3044,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3049,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3054,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3059,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3064,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3069,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3074,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3079,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3084,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3089,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3094,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3099,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3104,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3109,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3114,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3119,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3124,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3129,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3134,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3139,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3144,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3149,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3154,9,NORTH EAST,ALL,7940.45,226.87,6/25/2017
3155,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3159,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3163,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3167,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3171,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3175,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3179,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3183,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3187,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3191,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3195,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3199,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3203,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3207,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3211,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3215,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3219,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3223,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3227,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3231,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3235,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3239,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3243,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3247,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3251,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3255,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3259,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3263,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3267,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3271,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3275,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3279,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3283,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3287,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3291,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3295,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3299,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3303,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3307,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3311,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3315,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3319,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3323,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3327,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3331,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3335,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3339,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3343,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3347,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3351,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3355,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3359,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3363,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3367,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3371,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3375,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3379,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3383,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3387,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3391,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3395,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3399,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3403,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3407,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3411,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3415,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3419,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3423,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3427,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3431,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3435,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3439,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3443,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3447,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3451,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3455,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3459,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3463,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3467,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3471,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3475,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3479,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3483,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3487,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3491,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3495,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3499,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3503,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3507,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3511,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3515,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3519,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3523,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3527,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3531,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3535,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3539,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3543,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3547,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3551,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3555,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3559,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3563,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3567,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3571,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3575,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3579,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3583,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3587,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3591,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3595,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3599,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3603,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3607,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3611,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3615,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3619,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3623,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3627,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3631,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3635,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3639,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3643,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3647,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3651,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3655,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3659,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3663,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3667,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3671,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3675,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3679,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3683,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3687,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3691,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3695,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3699,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3703,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3707,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3711,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3715,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3719,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3723,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3727,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3731,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3735,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3739,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3743,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3747,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3751,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3755,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3759,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3763,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3767,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3771,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3775,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3779,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3783,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3787,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3791,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3795,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3799,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3803,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3807,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
3811,20,SOUTH WEST,ALL,5808.58,165.96,6/25/2017
